datadog_id,type,description
queue.consistency.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the consistency checker queue
queue.consistency.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the consistency checker queue
Shown as nanosecond"
queue.consistency.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the consistency checker queue
Shown as nanosecond"
queue.gc.info.abortspanconsidered,count,[OpenMetrics v1] Number of AbortSpan entries old enough to be considered for removal
queue.gc.info.abortspanconsidered.count,count,[OpenMetrics v2] Number of AbortSpan entries old enough to be considered for removal
queue.gc.info.abortspangcnum,count,[OpenMetrics v1] Number of AbortSpan entries fit for removal
queue.gc.info.abortspangcnum.count,count,[OpenMetrics v2] Number of AbortSpan entries fit for removal
queue.gc.info.abortspanscanned,count,"[OpenMetrics v1] Number of transactions present in the AbortSpan scanned from the engine
Shown as transaction"
queue.gc.info.abortspanscanned.count,count,"[OpenMetrics v2] Number of transactions present in the AbortSpan scanned from the engine
Shown as transaction"
queue.gc.info.clearrangefailed.count,count,Number of failed ClearRange operations during GC
queue.gc.info.clearrangesuccess.count,count,Number of successful ClearRange operations during GC
queue.gc.info.enqueuehighpriority.count,count,Number of replicas enqueued for GC with high priority
queue.gc.info.intentsconsidered,count,[OpenMetrics v1] Number of ‘old’ intents
queue.gc.info.intentsconsidered.count,count,[OpenMetrics v2] Number of ‘old’ intents
queue.gc.info.intenttxns,count,"[OpenMetrics v1] Number of associated distinct transactions
Shown as transaction"
queue.gc.info.intenttxns.count,count,"[OpenMetrics v2] Number of associated distinct transactions
Shown as transaction"
queue.gc.info.numkeysaffected,count,"[OpenMetrics v1] Number of keys with GC’able data
Shown as key"
queue.gc.info.numkeysaffected.count,count,"[OpenMetrics v2] Number of keys with GC’able data
Shown as key"
queue.gc.info.numrangekeysaffected.count,count,Number of range keys GC’able
queue.gc.info.pushtxn,count,[OpenMetrics v1] Number of attempted pushes
queue.gc.info.pushtxn.count,count,[OpenMetrics v2] Number of attempted pushes
queue.gc.info.resolvefailed.count,count,Number of cleanup intent failures during GC
queue.gc.info.resolvesuccess,count,[OpenMetrics v1] Number of successful intent resolutions
queue.gc.info.resolvesuccess.count,count,[OpenMetrics v2] Number of successful intent resolutions
queue.gc.info.resolvetotal,count,[OpenMetrics v1] Number of attempted intent resolutions
queue.gc.info.resolvetotal.count,count,[OpenMetrics v2] Number of attempted intent resolutions
queue.gc.info.transactionresolvefailed.count,count,Number of intent cleanup failures for local transactions during GC
queue.gc.info.transactionspangcaborted,count,[OpenMetrics v1] Number of GC’able entries corresponding to aborted txns
queue.gc.info.transactionspangcaborted.count,count,[OpenMetrics v2] Number of GC’able entries corresponding to aborted txns
queue.gc.info.transactionspangccommitted,count,[OpenMetrics v1] Number of GC’able entries corresponding to committed txns
queue.gc.info.transactionspangccommitted.count,count,[OpenMetrics v2] Number of GC’able entries corresponding to committed txns
queue.gc.info.transactionspangcpending,count,[OpenMetrics v1] Number of GC’able entries corresponding to pending txns
queue.gc.info.transactionspangcpending.count,count,[OpenMetrics v2] Number of GC’able entries corresponding to pending txns
queue.gc.info.transactionspangcstaging.count,count,Number of GC’able entries corresponding to staging txns
queue.gc.info.transactionspanscanned,count,[OpenMetrics v1] Number of entries in transaction spans scanned from the engine
queue.gc.info.transactionspanscanned.count,count,[OpenMetrics v2] Number of entries in transaction spans scanned from the engine
queue.gc.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the GC queue
queue.gc.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the GC queue
queue.gc.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the GC queue
queue.gc.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the GC queue
queue.gc.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the GC queue
queue.gc.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the GC queue
Shown as nanosecond"
queue.gc.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the GC queue
Shown as nanosecond"
queue.merge.pending,gauge,Number of pending replicas in the merge queue
queue.merge.process.failure.count,count,Number of replicas which failed processing in the merge queue
queue.merge.process.success.count,count,Number of replicas successfully processed by the merge queue
queue.merge.processingnanos.count,count,"Nanoseconds spent processing replicas in the merge queue
Shown as nanosecond"
queue.merge.purgatory,gauge,"Number of replicas in the merge queue’s purgatory, waiting to become mergeable"
queue.raftlog.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the Raft log queue
queue.raftlog.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the Raft log queue
queue.raftlog.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the Raft log queue
queue.raftlog.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the Raft log queue
queue.raftlog.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the Raft log queue
queue.raftlog.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the Raft log queue
Shown as nanosecond"
queue.raftlog.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the Raft log queue
Shown as nanosecond"
queue.raftsnapshot.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the Raft repair queue
queue.raftsnapshot.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the Raft repair queue
queue.raftsnapshot.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the Raft repair queue
queue.raftsnapshot.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the Raft repair queue
queue.raftsnapshot.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the Raft repair queue
queue.raftsnapshot.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the Raft repair queue
Shown as nanosecond"
queue.raftsnapshot.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the Raft repair queue
Shown as nanosecond"
queue.replicagc.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the replica GC queue
queue.replicagc.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the replica GC queue
queue.replicagc.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the replica GC queue
queue.replicagc.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the replica GC queue
queue.replicagc.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the replica GC queue
queue.replicagc.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the replica GC queue
Shown as nanosecond"
queue.replicagc.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the replica GC queue
Shown as nanosecond"
queue.replicagc.removereplica,count,[OpenMetrics v1] Number of replica removals attempted by the replica gc queue
queue.replicagc.removereplica.count,count,[OpenMetrics v2] Number of replica removals attempted by the replica gc queue
queue.replicate.addnonvoterreplica.count,count,Number of non-voter replica additions attempted by the replicate queue
queue.replicate.addreplica,count,[OpenMetrics v1] Number of replica additions attempted by the replicate queue
queue.replicate.addreplica.count,count,[OpenMetrics v2] Number of replica additions attempted by the replicate queue
queue.replicate.addreplica.error.count,count,Number of failed replica additions processed by the replicate queue
queue.replicate.addreplica.success.count,count,Number of successful replica additions processed by the replicate queue
queue.replicate.addvoterreplica.count,count,Number of voter replica additions attempted by the replicate queue
queue.replicate.nonvoterpromotions.count,count,Number of non-voters promoted to voters by the replicate queue
queue.replicate.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the replicate queue
queue.replicate.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the replicate queue
queue.replicate.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the replicate queue
queue.replicate.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the replicate queue
queue.replicate.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the replicate queue
queue.replicate.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the replicate queue
Shown as nanosecond"
queue.replicate.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the replicate queue
Shown as nanosecond"
queue.replicate.purgatory,gauge,"[OpenMetrics v1 & v2] Number of replicas in the replicate queue’s purgatory, awaiting allocation options"
queue.replicate.rebalancenonvoterreplica.count,count,Number of non-voter replica rebalancer-initiated additions attempted by the replicate queue
queue.replicate.rebalancereplica,count,[OpenMetrics v1] Number of replica rebalancer-initiated additions attempted by the replicate queue
queue.replicate.rebalancereplica.count,count,[OpenMetrics v2] Number of replica rebalancer-initiated additions attempted by the replicate queue
queue.replicate.rebalancevoterreplica.count,count,Number of voter replica rebalancer-initiated additions attempted by the replicate queue
queue.replicate.removedeadnonvoterreplica.count,count,Number of dead non-voter replica removals attempted by the replicate queue (typically in response to a node outage)
queue.replicate.removedeadreplica,count,[OpenMetrics v1] Number of dead replica removals attempted by the replicate queue (typically in response to a node outage)
queue.replicate.removedeadreplica.count,count,[OpenMetrics v2] Number of dead replica removals attempted by the replicate queue (typically in response to a node outage)
queue.replicate.removedeadreplica.error.count,count,Number of failed dead replica removals processed by the replicate queue
queue.replicate.removedeadreplica.success.count,count,Number of successful dead replica removals processed by the replicate queue
queue.replicate.removedeadvoterreplica.count,count,Number of dead voter replica removals attempted by the replicate queue (typically in response to a node outage)
queue.replicate.removedecommissioningnonvoterreplica.count,count,Number of decommissioning non-voter replica removals attempted by the replicate queue (typically in response to a node outage)
queue.replicate.removedecommissioningreplica.count,count,Number of decommissioning replica removals attempted by the replicate queue (typically in response to a node outage)
queue.replicate.removedecommissioningreplica.error.count,count,Number of failed decommissioning replica removals processed by the replicate queue
queue.replicate.removedecommissioningreplica.success.count,count,Number of successful decommissioning replica removals processed by the replicate queue
queue.replicate.removedecommissioningvoterreplica.count,count,Number of decommissioning voter replica removals attempted by the replicate queue (typically in response to a node outage)
queue.replicate.removelearnerreplica.count,count,Number of learner replica removals attempted by the replicate queue (typically due to internal race conditions)
queue.replicate.removenonvoterreplica.count,count,Number of non-voter replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition)
queue.replicate.removereplica,count,[OpenMetrics v1] Number of replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition)
queue.replicate.removereplica.count,count,[OpenMetrics v2] Number of replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition)
queue.replicate.removereplica.error.count,count,Number of failed replica removals processed by the replicate queue
queue.replicate.removereplica.success.count,count,Number of successful replica removals processed by the replicate queue
queue.replicate.removevoterreplica.count,count,Number of voter replica removals attempted by the replicate queue (typically in response to a rebalancer-initiated addition)
queue.replicate.replacedeadreplica.error.count,count,Number of failed dead replica replacements processed by the replicate queue
queue.replicate.replacedeadreplica.success.count,count,Number of successful dead replica replacements processed by the replicate queue
queue.replicate.replacedecommissioningreplica.error.count,count,Number of failed decommissioning replica replica replacements processed by the replicate queue
queue.replicate.replacedecommissioningreplica.success.count,count,Number of successful decommissioning replica replacements processed by the replicate queue
queue.replicate.transferlease,count,[OpenMetrics v1] Number of range lease transfers attempted by the replicate queue
queue.replicate.transferlease.count,count,[OpenMetrics v2] Number of range lease transfers attempted by the replicate queue
queue.replicate.voterdemotions.count,count,Number of voters demoted to non-voters by the replicate queue
queue.split.load_based.count,count,Number of range splits due to a range being greater than the configured max range load
queue.split.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the split queue
queue.split.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the split queue
queue.split.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the split queue
queue.split.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the split queue
queue.split.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the split queue
queue.split.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the split queue
Shown as nanosecond"
queue.split.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the split queue
Shown as nanosecond"
queue.split.purgatory,gauge,"Number of replicas in the split queue’s purgatory, waiting to become splittable"
queue.split.size_based.count,count,Number of range splits due to a range being greater than the configured max range size
queue.split.span_config_based.count,count,Number of range splits due to span configuration
queue.tsmaintenance.pending,gauge,[OpenMetrics v1 & v2] Number of pending replicas in the timeseries maintenance queue
queue.tsmaintenance.process.failure,count,[OpenMetrics v1] Number of replicas which failed processing in the timeseries maintenance queue
queue.tsmaintenance.process.failure.count,count,[OpenMetrics v2] Number of replicas which failed processing in the timeseries maintenance queue
queue.tsmaintenance.process.success,count,[OpenMetrics v1] Number of replicas successfully processed by the timeseries maintenance queue
queue.tsmaintenance.process.success.count,count,[OpenMetrics v2] Number of replicas successfully processed by the timeseries maintenance queue
queue.tsmaintenance.processingnanos,count,"[OpenMetrics v1] Nanoseconds spent processing replicas in the timeseries maintenance queue
Shown as nanosecond"
queue.tsmaintenance.processingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent processing replicas in the timeseries maintenance queue
Shown as nanosecond"
raft.commands.proposed.count,count,Number of Raft commands proposed.The number of proposals and all kinds of reproposals made by leaseholders. Thismetric approximates the number of commands submitted through Raft.
raft.commands.reproposed.new_lai.count,count,"Number of Raft commands re-proposed with a newer LAI.The number of Raft commands that leaseholders re-proposed with a modified LAI.Such re-proposals happen for commands that are committed to Raft out of intendedorder, and hence can not be applied as is."
raft.commands.reproposed.unchanged.count,count,"Number of Raft commands re-proposed without modification.The number of Raft commands that leaseholders re-proposed without modification.Such re-proposals happen for commands that are not committed/applied within atimeout, and have a high chance of being dropped."
raft.commandsapplied,count,"[OpenMetrics v1] Count of Raft commands applied
Shown as command"
raft.commandsapplied.count,count,"[OpenMetrics v2] Count of Raft commands applied
Shown as command"
raft.dropped.count,count,"Number of Raft proposals dropped (this counts individial raftpb.Entry, not raftpb.MsgProp)"
raft.dropped_leader.count,count,"Number of Raft proposals dropped by a Replica that believes itself to be the leader; each update also increments raft.dropped (this counts individial raftpb.Entry, not raftpb.MsgProp)"
raft.enqueued.pending,gauge,[OpenMetrics v1 & v2] Number of pending outgoing messages in the Raft Transport queue
raft.entrycache.accesses.count,count,Number of cache lookups in the Raft entry cache
raft.entrycache.bytes,gauge,"Aggregate size of all Raft entries in the Raft entry cache
Shown as byte"
raft.entrycache.hits.count,count,Number of successful cache lookups in the Raft entry cache
raft.entrycache.read_bytes.count,count,"Counter of bytes in entries returned from the Raft entry cache
Shown as byte"
raft.entrycache.size,gauge,Number of Raft entries in the Raft entry cache
raft.heartbeats.pending,gauge,[OpenMetrics v1 & v2] Number of pending heartbeats and responses waiting to be coalesced
raft.process.applycommitted.latency.bucket,count,"Latency histogram for applying all committed Raft commands in a Raft ready.This measures the end-to-end latency of applying all commands in a Raft ready. Note thatthis closes over possibly multiple measurements of the ‘raft.process.commandcommit.latency’metric, which receives datapoints for each sub-batch processed in the process.
Shown as nanosecond"
raft.process.applycommitted.latency.count,count,"Latency histogram for applying all committed Raft commands in a Raft ready.This measures the end-to-end latency of applying all commands in a Raft ready. Note thatthis closes over possibly multiple measurements of the ‘raft.process.commandcommit.latency’metric, which receives datapoints for each sub-batch processed in the process.
Shown as nanosecond"
raft.process.applycommitted.latency.sum,count,"Latency histogram for applying all committed Raft commands in a Raft ready.This measures the end-to-end latency of applying all commands in a Raft ready. Note thatthis closes over possibly multiple measurements of the ‘raft.process.commandcommit.latency’metric, which receives datapoints for each sub-batch processed in the process.
Shown as nanosecond"
raft.process.commandcommit.latency,gauge,"[OpenMetrics v1] Latency histogram in nanoseconds for committing Raft commands
Shown as nanosecond"
raft.process.commandcommit.latency.bucket,count,"[OpenMetrics v2] Latency histogram in nanoseconds for committing Raft commands
Shown as nanosecond"
raft.process.commandcommit.latency.count,count,"[OpenMetrics v2] Latency histogram in nanoseconds for committing Raft commands
Shown as nanosecond"
raft.process.commandcommit.latency.sum,count,"[OpenMetrics v2] Latency histogram in nanoseconds for committing Raft commands
Shown as nanosecond"
raft.process.handleready.latency.bucket,count,"Latency histogram for handling a Raft ready.This measures the end-to-end-latency of the Raft state advancement loop, including:- snapshot application- SST ingestion- durably appending to the Raft log (i.e. includes fsync)- entry application (incl. replicated side effects, notably log truncation).
Shown as nanosecond"
raft.process.handleready.latency.count,count,"Latency histogram for handling a Raft ready.This measures the end-to-end-latency of the Raft state advancement loop, including:- snapshot application- SST ingestion- durably appending to the Raft log (i.e. includes fsync)- entry application (incl. replicated side effects, notably log truncation).
Shown as nanosecond"
raft.process.handleready.latency.sum,count,"Latency histogram for handling a Raft ready.This measures the end-to-end-latency of the Raft state advancement loop, including:- snapshot application- SST ingestion- durably appending to the Raft log (i.e. includes fsync)- entry application (incl. replicated side effects, notably log truncation).
Shown as nanosecond"
raft.process.logcommit.latency,gauge,"[OpenMetrics v1] Latency histogram in nanoseconds for committing Raft log entries
Shown as nanosecond"
raft.process.logcommit.latency.bucket,count,"[OpenMetrics v2] Latency histogram in nanoseconds for committing Raft log entries
Shown as nanosecond"
raft.process.logcommit.latency.count,count,"[OpenMetrics v2] Latency histogram in nanoseconds for committing Raft log entries
Shown as nanosecond"
raft.process.logcommit.latency.sum,count,"[OpenMetrics v2] Latency histogram in nanoseconds for committing Raft log entries
Shown as nanosecond"
raft.process.tickingnanos,count,"[OpenMetrics v1] Nanoseconds spent in store.processRaft() processing replica.Tick()
Shown as nanosecond"
raft.process.tickingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent in store.processRaft() processing replica.Tick()
Shown as nanosecond"
raft.process.workingnanos,count,"[OpenMetrics v1] Nanoseconds spent in store.processRaft() working
Shown as nanosecond"
raft.process.workingnanos.count,count,"[OpenMetrics v2] Nanoseconds spent in store.processRaft() working
Shown as nanosecond"
raft.quota_pool.percent_used.bucket,count,Histogram of proposal quota pool utilization (0-100) per leaseholder per metrics interval
raft.quota_pool.percent_used.count,count,Histogram of proposal quota pool utilization (0-100) per leaseholder per metrics interval
raft.quota_pool.percent_used.sum,count,Histogram of proposal quota pool utilization (0-100) per leaseholder per metrics interval
raft.rcvd.app,count,[OpenMetrics v1] Number of MsgApp messages received by this store
raft.rcvd.app.count,count,[OpenMetrics v2] Number of MsgApp messages received by this store
raft.rcvd.appresp,count,[OpenMetrics v1] Number of MsgAppResp messages received by this store
raft.rcvd.appresp.count,count,[OpenMetrics v2] Number of MsgAppResp messages received by this store
raft.rcvd.bytes.count,count,"Number of bytes in Raft messages received by this store. Note that this does not include raft snapshot received.
Shown as byte"
raft.rcvd.cross_region.bytes.count,count,"Number of bytes received by this store for cross region Raft messages (when region tiers are configured). Note that this does not include raft snapshot received.
Shown as byte"
raft.rcvd.cross_zone.bytes.count,count,"Number of bytes received by this store for cross zone, same region Raft messages (when region and zone tiers are configured). If region tiers are not configured, this count may include data sent between different regions.
Shown as byte"
raft.rcvd.dropped,count,[OpenMetrics v1] Number of dropped incoming Raft messages
raft.rcvd.dropped.count,count,[OpenMetrics v2] Number of dropped incoming Raft messages
raft.rcvd.dropped_bytes.count,count,"Bytes of dropped incoming Raft messages
Shown as byte"
raft.rcvd.heartbeat,count,"[OpenMetrics v1] Number of (coalesced, if enabled) MsgHeartbeat messages received by this store"
raft.rcvd.heartbeat.count,count,"[OpenMetrics v2] Number of (coalesced, if enabled) MsgHeartbeat messages received by this store"
raft.rcvd.heartbeatresp,count,"[OpenMetrics v1] Number of (coalesced, if enabled) MsgHeartbeatResp messages received by this store"
raft.rcvd.heartbeatresp.count,count,"[OpenMetrics v2] Number of (coalesced, if enabled) MsgHeartbeatResp messages received by this store"
raft.rcvd.prevote,count,[OpenMetrics v1] Number of MsgPreVote messages received by this store
raft.rcvd.prevote.count,count,[OpenMetrics v2] Number of MsgPreVote messages received by this store
raft.rcvd.prevoteresp,count,[OpenMetrics v1] Number of MsgPreVoteResp messages received by this store
raft.rcvd.prevoteresp.count,count,[OpenMetrics v2] Number of MsgPreVoteResp messages received by this store
raft.rcvd.prop,count,[OpenMetrics v1] Number of MsgProp messages received by this store
raft.rcvd.prop.count,count,[OpenMetrics v2] Number of MsgProp messages received by this store
raft.rcvd.queued_bytes,gauge,"Number of bytes in messages currently waiting for raft processing
Shown as byte"
raft.rcvd.snap,count,[OpenMetrics v1] Number of MsgSnap messages received by this store
raft.rcvd.snap.count,count,[OpenMetrics v2] Number of MsgSnap messages received by this store
raft.rcvd.stepped_bytes.count,count,"Number of bytes in messages processed by Raft.Messages reflected here have been handed to Raft (via RawNode.Step). This does not imply that themessages are no longer held in memory or that IO has been performed.
Shown as byte"
raft.rcvd.timeoutnow,count,[OpenMetrics v1] Number of MsgTimeoutNow messages received by this store
raft.rcvd.timeoutnow.count,count,[OpenMetrics v2] Number of MsgTimeoutNow messages received by this store
raft.rcvd.transferleader,count,[OpenMetrics v1] Number of MsgTransferLeader messages received by this store
raft.rcvd.transferleader.count,count,[OpenMetrics v2] Number of MsgTransferLeader messages received by this store
raft.rcvd.vote,count,[OpenMetrics v1] Number of MsgVote messages received by this store
raft.rcvd.vote.count,count,[OpenMetrics v2] Number of MsgVote messages received by this store
raft.rcvd.voteresp,count,[OpenMetrics v1] Number of MsgVoteResp messages received by this store
raft.rcvd.voteresp.count,count,[OpenMetrics v2] Number of MsgVoteResp messages received by this store
raft.replication.latency.bucket,count,"The duration elapsed between having evaluated a BatchRequest and it beingreflected in the proposer’s state machine (i.e. having applied fully).This encompasses time spent in the quota pool, in replication (includingreproposals), and application, but notably not sequencing latency (i.e.contention and latch acquisition)."
raft.replication.latency.count,count,"The duration elapsed between having evaluated a BatchRequest and it beingreflected in the proposer’s state machine (i.e. having applied fully).This encompasses time spent in the quota pool, in replication (includingreproposals), and application, but notably not sequencing latency (i.e.contention and latch acquisition)."
raft.replication.latency.sum,count,"The duration elapsed between having evaluated a BatchRequest and it beingreflected in the proposer’s state machine (i.e. having applied fully).This encompasses time spent in the quota pool, in replication (includingreproposals), and application, but notably not sequencing latency (i.e.contention and latch acquisition)."
raft.scheduler.latency,count,"Queueing durations for ranges waiting to be processed by the Raft scheduler.This histogram measures the delay from when a range is registered with the schedulerfor processing to when it is actually processed. This does not include the durationof processing.
Shown as nanosecond"
raft.scheduler.latency.bucket,count,"Queueing durations for ranges waiting to be processed by the Raft scheduler.This histogram measures the delay from when a range is registered with the schedulerfor processing to when it is actually processed. This does not include the durationof processing.
Shown as nanosecond"
raft.scheduler.latency.count,count,"Queueing durations for ranges waiting to be processed by the Raft scheduler.This histogram measures the delay from when a range is registered with the schedulerfor processing to when it is actually processed. This does not include the durationof processing.
Shown as nanosecond"
raft.scheduler.latency.sum,count,"Queueing durations for ranges waiting to be processed by the Raft scheduler.This histogram measures the delay from when a range is registered with the schedulerfor processing to when it is actually processed. This does not include the durationof processing.
Shown as nanosecond"
raft.sent.bytes.count,count,"Number of bytes in Raft messages sent by this store. Note that this does not include raft snapshot sent.
Shown as byte"
raft.sent.cross_region.bytes.count,count,"Number of bytes sent by this store for cross region Raft messages (when region tiers are configured). Note that this does not include raft snapshot sent.
Shown as byte"
raft.sent.cross_zone.bytes.count,count,"Number of bytes sent by this store for cross zone, same region Raft messages (when region and zone tiers are configured). If region tiers are not configured, this count may include data sent between different regions. To ensure accurate monitoring of transmitted data, it is important to set up a consistent locality configuration across nodes. Note that this does not include raft snapshot sent.
Shown as byte"
raft.storage.read_bytes.count,count,"Counter of raftpb.Entry.Size() read from pebble for raft log entries.These are the bytes returned from the (raft.Storage).Entries method that were notreturned via the raft entry cache. This metric plus the raft.entrycache.read_bytesmetric represent the total bytes returned from the Entries method.
Shown as byte"
raft.ticks,count,[OpenMetrics v1] Number of Raft ticks queued
raft.ticks.count,count,[OpenMetrics v2] Number of Raft ticks queued
raft.timeoutcampaign.count,count,Number of Raft replicas campaigning after missed heartbeats from leader
raft.transport.flow_token_dispatches_dropped.count,count,Number of flow token dispatches dropped by the Raft Transport
raft.transport.rcvd.count,count,Number of Raft messages received by the Raft Transport
raft.transport.reverse_rcvd.count,count,"Messages received from the reverse direction of a stream.These messages should be rare. They are mostly informational, and are not actualresponses to Raft messages. Responses are received over another stream."
raft.transport.reverse_sent.count,count,"Messages sent in the reverse direction of a stream.These messages should be rare. They are mostly informational, and are not actualresponses to Raft messages. Responses are sent over another stream."
raft.transport.send_queue_bytes,gauge,"The total byte size of pending outgoing messages in the queue.The queue is composed of multiple bounded channels associated with differentpeers. A size higher than the average baseline could indicate issues streamingmessages to at least one peer. Use this metric together with send-queue-size, tohave a fuller picture.
Shown as byte"
raft.transport.send_queue_size,gauge,Number of pending outgoing messages in the Raft Transport queue.The queue is composed of multiple bounded channels associated with differentpeers. The overall size of tens of thousands could indicate issues streamingmessages to at least one peer. Use this metric in conjunction withsend-queue-bytes.
raft.transport.sends_dropped.count,count,Number of Raft message sends dropped by the Raft Transport
raft.transport.sent.count,count,Number of Raft messages sent by the Raft Transport
raftlog.behind,gauge,"[OpenMetrics v1 & v2] Number of Raft log entries followers on other stores are behind
Shown as entry"
raftlog.truncated,count,"[OpenMetrics v1] Number of Raft log entries truncated
Shown as entry"
raftlog.truncated.count,count,"[OpenMetrics v2] Number of Raft log entries truncated
Shown as entry"
range.adds,count,[OpenMetrics v1] Number of range additions
range.adds.count,count,[OpenMetrics v2] Number of range additions
range.merges.count,count,Number of range merges
range.raftleaderremovals.count,count,Number of times the current Raft leader was removed from a range
range.raftleadertransfers,count,[OpenMetrics v1] Number of raft leader transfers
range.raftleadertransfers.count,count,[OpenMetrics v2] Number of raft leader transfers
range.recoveries.count,count,Count of offline loss of quorum recovery operations performed on ranges.This count increments for every range recovered in offline loss of quorumrecovery operation. Metric is updated when node on which survivor replicais located starts following the recovery.
range.removes,count,[OpenMetrics v1] Number of range removals
range.removes.count,count,[OpenMetrics v2] Number of range removals
range.snapshots.applied_initial.count,count,Number of snapshots applied for initial upreplication
range.snapshots.applied_non_voter.count,count,Number of snapshots applied by non-voter replicas
range.snapshots.applied_voter.count,count,Number of snapshots applied by voter replicas
range.snapshots.cross_region.rcvd_bytes.count,count,"Number of snapshot bytes received cross region
Shown as byte"
range.snapshots.cross_region.sent_bytes.count,count,"Number of snapshot bytes sent cross region
Shown as byte"
range.snapshots.cross_zone.rcvd_bytes.count,count,"Number of snapshot bytes received cross zone within same region or if region tiers are not configured. This count increases for each snapshot received between different zones within the same region. However, if the region tiers are not configured, this count may also include snapshot data received between different regions.
Shown as byte"
range.snapshots.cross_zone.sent_bytes.count,count,"Number of snapshot bytes sent cross zone within same region or if region tiers are not configured. This count increases for each snapshot sent between different zones within the same region. However, if the region tiers are not configured, this count may also include snapshot data sent between different regions.
Shown as byte"
range.snapshots.delegate.failures.count,count,"Number of snapshots that were delegated to a different node andresulted in failure on that delegate. There are numerous reasons a failure canoccur on a delegate such as timeout, the delegate Raft log being too far behindor the delegate being too busy to send."
range.snapshots.delegate.in_progress,gauge,Number of delegated snapshots that are currently in-flight.
range.snapshots.delegate.sent_bytes.count,count,"Bytes sent using a delegate.The number of bytes sent as a result of a delegate snapshot requestthat was originated from a different node. This metric is useful inevaluating the network savings of not sending cross region traffic.
Shown as byte"
range.snapshots.delegate.successes.count,count,Number of snapshots that were delegated to a different node andresulted in success on that delegate. This does not count self delegated snapshots.
range.snapshots.generated,count,[OpenMetrics v1] Number of generated snapshots
range.snapshots.generated.count,count,[OpenMetrics v2] Number of generated snapshots
range.snapshots.normal_applied,count,[OpenMetrics v1] Number of applied snapshots
range.snapshots.normal_applied.count,count,[OpenMetrics v2] Number of applied snapshots
range.snapshots.preemptive_applied,count,[OpenMetrics v1] Number of applied pre-emptive snapshots
range.snapshots.preemptive_applied.count,count,[OpenMetrics v2] Number of applied pre-emptive snapshots
range.snapshots.rcvd_bytes.count,count,"Number of snapshot bytes received
Shown as byte"
range.snapshots.rebalancing.rcvd_bytes.count,count,"Number of rebalancing snapshot bytes received
Shown as byte"
